( S0001_0001 "narakavaasi." )
( S0001_0002 "brahmadattud:u; kaashiiraajyaanni paripaalin:chei kaalan:loo; aa nagaran:loo; dhanikud:aina; oka goppavartakud:un:d:eivaad:u; aayanaku; mitra vin:dakud:ani; oka kod:ukun:d:ei vaad:u; ii mitravin:dakud:u; en:too paapaatmud:u; vartakud:u chanipooyaaka; aayana bhaarya; tana kumaarud:iki; naayanaa; daanaalu cheyyi; niyamaalu paat:in:chu; dharman: anusarin:chu; ani; en:too hitaboodha cheisin:di; kaani; vaad:u talli maat:alu; kon:chemainaa vinipin:chukooleidu." )
( S0001_0003 "in:taloo; kaartiika paurnd~ami vachchin:di; mitravin:dakud:itoo; talli; naayanaa; ivaal:a; pund~yadinan:; tellavaarluu; vihaaran:loo; dharmoopadeishan: cheistaaru; niivu akkad:a; an:daritoopaat:u puujacheisukuni; upadeishan: viniraa; tirigivachchaaka; niiku; veyyi rupaayalistaanu; annadi." )
( S0001_0004 "d:abbukoosamani; mitravin:dakud:u; sareinannaad:u; atanu upadeishan: vinat:aaniki; vel:l:aad:ugaani; oka muula pad:ukuni; nidrapooyaad:u; tellavaarutuunei; leichi; mukhan: kad:ukkuni; in:t:iki tirigi vachchaad:u; tana kod:uku; dharmaboodhakund~nd~i; ven:t:abet:t:ukuni, vastaad:anei uddeishan:too; atani talli; van:t:acheisi; siddan:gaa un:di; kod:uku on:t:arigaa raavat:an: chuusi; dharmabhoodhakund~nd~i; tiisukuraaleidaa naayanaa; ani ad:igin:di." )
( S0001_0005 "aayananu; ikkad:iki tiisukuraavat:an:; deinikammaa; naa kaayanatoo panileidu; annaad:u mitravin:dakud:u." )
( S0001_0006 "aatanu bhoojanan:cheisi; talli daggira; veiyyiruupaayaluu tiisukuni; tana panimiida taanu vel:l:aad:u; ii d:abbutoo; atanu vyaapaaran: cheisi; tvaraloonei; iravai laqs~ala ruupaayalu; san:paadin:chukunnaad:u." )
( S0001_0007 "ii d:abbu pet:t:ubad:i cheisi, samudra vyaapaaran: saagistaanu; in:kaa ekkuva d:abbu, san:paadistaanu; anukunnaad:u mitravin:dakud:u; atanu; oka pad:ava koni; daaniloo sarukulu ekkin:chi, samudraala miida bayaludeirutunnaanani; cheppi poovat:aaniki tallivaddaku vachchaad:u." )
( S0001_0008 "an:taa vini; talli kan:t:a tad:ipet:t:i; naayanaa; naaku niivokkad:avei kod:ukuvu; nii daggira; in:ta d:abbunnadigadaa; in:kaa d:abbu san:paadin:chi; ein: cheisukun:t:aavu; samudra prayaand~an:; qs~eiman: kaadu; naa maat:a vini; ii prayaand~an: maanukoo; in:t:i pat:t:una un:d:u; annadi." )
( S0001_0009 "mitravin:dakud:u; talli maat:a vinaka; pooyitiiraalani muurkhin:chaad:u; aavid:a; tana kod:uku cheyyi pat:t:ukuni; vel:l:avaddani batimaalin:di; mitravin:dakud:u; tallini kot:t:i; tana cheitini vid:ipin:chukuni, vel:l:ipooyaad:u." )
( S0001_0010 "aa roojei; atani pad:ava bayaludeirin:di; adi samudraanni cheirukunna, taruvaata; eid:u roojulapaat:u; prayaand~an:; sarigaanei saagin:di; kaani; enimidava roojuna; nad:isamudran:loo; pad:ava et:uu kadalaka; aagipooyin:di; ii durghat:anaku, kaarakulevaroo; pad:avaloonei vunnaaranei; uddeishan:too; naavikulu; chiit:ii veishaaru; chiit:ii; mitravin:dakud:iki vachchin:di; naavikulu; mud:usaarlu chiit:ii veishaaru; muud:usaarlu; adi mitravin:dakud:ikei vachchin:di." )
( S0001_0011 "nii muulan:gaa; maa kan:darikii; pramaadan: jarugutun:di; nii okkad:ikoosan:; in:ta man:di chaavat:aaniki; viiluleidu; kanuka; niivu pad:ava vadili, poo; annaaru; naavikulu mitravin:dakud:itoo; vaal:l:u ataniki; oka teppatechchi; daanimiida atanni un:chaaru; maruqs~and~an:; pad:ava sharaveigan:too kadali; mitravin:dakud:u; chuustun:d:agaanei; kanapad:akun:d:aa vel:l:ipooyin:di." )
( S0001_0012 "kaalakramaana; mitravin:dakud:u tana teppa miida oka lan:kanu cheirukunnaad:u; aa lan:kaloo; atanikoka sphat:ika bhavanan: kanapad:in:di; an:duloo; naalugu aad:a pishaachaalu; kaapuran: un:t:unnaayi; ii pishaachaalu; vaaran:roojulu, saradaagaa gad:uputaayi; mari vaaran:roojulu; avipaapa praayashchittan: koosan:; kat:hooramaina niyamaalu; avalan:bistaayi; mitravin:dakud:u; aa pishaachinulatoo; oka vaaran:paat:u; in:dravaibhoogaalu anubhavin:chaad:u; pishaachinulu; vratan: aaran:bhin:chei sariki; ataniki; akkad:a un:d:a buddhikaaleidu; atanu; tana teppa miida tirigi bayaludeiraad:u." )
( S0001_0013 "atanu samudran: miida, vel:l:agaa vel:l:agaa; maroka lan:ka tagilin:di; daaniloo; enimidi pishaachinulunnaaru; mitravin:dakud:u; vaaritoo kuud:aa; vaaran: roojulu gad:ipi; vaaru kat:hoora vrataalu; aaran:bhin:chagaanei; mal:l:ii teppa miida bayaludeiraad:u." )
( S0001_0014 "ii vidhan:gaa; atanu; maroka diiviloo; padahaaruman:di pishaachinulatoonu; in:koka diiviloo; muppairen:d:uman:di; pishaachinulatoonu; okkokka vaaran: gad:ipi; aakharuku; tana teppapaina; veiroka lan:kanu cheirukunnaad:u." )
( S0001_0015 "ii lan:kaloo; oka pedda nagaran: unnadi; daani chut:t:uu; good:a; aa good:aloo; naalugu dvaaraalu unnaayi; adi; ussada narakan:; ayitei; mitravin:dakud:iki; adi narakan:laagaa kanipin:chaleidu; an:damaina nagaran:laagaa kanabad:in:di; neinii nagaran:loo, praveishin:chi; diiniki raajunavutaanu; anukunnaad:atanu." )
( S0001_0016 "aa nagaran:loo; oka choot:a, mitravin:dakud:iki; oka manishhi kanipin:chaad:u; aa manishhi; tana nettina; asidhaaraachakran: moostunnaad:u; daani an:chu; padunugaa un:d:at:an:vallanuu; adi, chaalaa baruvainadi ganukanuu; aa chakran:; atani talalooki digabad:i pooyin:di; tala nun:chi; raktan: dhaaralugaa kaarutunnadi; aa manishhi shariiran:; ayidu peit:ala golusulatoo; ban:dhin:chabad:i unnadi; atanu; bhaadhatoo muulugutunnaad:u." )
( S0001_0017 "idan:taa kal:l:aaraa chuustuukuud:aa; mitravin:dakud:u; aa manishhi; aa nagaraaniki raajani; bhramapad:d:aad:u; aasidhaaraachakran:; mitravin:dakud:i kal:l:aku; padman:laagaa kanabad:in:di; atani van:t:imiida golusu alan:kaara bhuushhalalaagaa toochin:di; atani muulugu; gan:dharvagaanan:laagaa vinipin:chin:di." )
( S0001_0018 "mitravin:dakud:u; aa naraka vaasini samiipin:chi; ayyaa; tamaru; chaalaa kaalan:gaa; aa padmaanni; shirassuna dharin:chaaru; nannu kud:aa; dharin:chanivvan:d:i; ani ad:igaad:u." )
( S0001_0019 "baabuu; idi padman: kaadu; asidhaaraa chakran:; annaad:u; narakavaasi." )
( S0001_0020 "chuushaavaa; naa kivvat:an: ishht:an:leika aa; maat:a an:t:unnaavu; annaad:u mitravin:dakud:u." )
( S0001_0021 "neit:itoo; naa paapaaniki; parihaaran: ayipooyinat:t:un:di; viid:u kuud:aa; tallini kot:t:inavaad:ai un:t:aad:u; paapaphalan: anubhavin:chat:aanikei; viid:ikkad:iki cheiri un:t:aad:u; ani tana manassuloo anukuni; narakavaasi; tana nettimiida unna; aasidhaaraachakraanni; mitravin:dakud:i nettina pet:t:i; san:tooshhan:gaa; vel:l:ipooyaad:u." )
( S0001_0022 "svargan:loo, in:drud:ugaa un:t:unna; boodhisatvud:u; deivagand~aalanu, ven:t:abet:t:ukuni; narakaalannit:inii; tanikhii cheistuu; kon:takaalaaniki; mitravin:dakud:un:d:ei choot:iki; vachchaad:u." )
( S0001_0023 "aayananu chuud:agaanei; mitravin:dakud:u; eid:ustuu; svaamii; karund~in:chan:d:i; ii chakran:nanneppud:u vadulutun:doo; cheppan:d:i; ani veid:ukunnaad:u." )
( S0001_0024 "appud:u in:drud:u; mitravin:dakud:iki; ii vidhan:gaa, javaabu cheppaad:u." )
( S0001_0025 "niiku en:ta d:abbunnaa; in:kaa kaavaalani kooraavu; nii koorikalu; en:takuu tiiraleidu; naluguru pishaachinulatoo; enimidi man:ditoo; padahaaruman:ditoo; muppai iddaritoo; kaalaqs~eipan: cheishaavu; maanavud:u, nad:apavalasina; uttama maargaalu; niiku eimaatramuu nachchaleidu; itarulu; nii meilu koori cheppina; salahaakuud:aa; nachchaka; ii chakraanni koori; nettiki techchukunnaavu; niivu bratiki unnan:ta kaalamuu; aa aasidhaaraa chakran:; ninnu vadaladu." )
( S0001_0026 "ii vidhan:gaa cheppi; in:drud:u; tana parivaaran:too sahaa; vel:l:ipooyaad:u; mitravin:dakud:u; tanaku pat:t:ina; durdhasha telusukuni; vichaaran:too; kun:gipooyaad:u." )
( S0002_0001 "svarnd~a kaarud:u." )
( S0002_0002 "vikramaarkud:u; pat:t:udalatoo; chet:t:uvaddaku tirigi vel:l:i; shavaanni din:chi; bhujaana veisukuni; shmashaanan:keisi nad:avasaagaad:u; appud:u shavan:loo unna beitaal:ud:u; raajaa; niivu marokarikoosan:; in:tagaa paat:ubad:utunnaavu; kaani ii prapan:chan:loo; krxtajnj~ata chaalaa arudu; manavalla; kon:chen: porapaat:u jarigitei; manadvaaraa; baagupad:inavaal:l:ei; manaku garbha shatruvu lavutaaru; in:duku udaahaarand~agaa; niiku loohitud:i kadha chebutaanu; vinu; an:t:uu; ii kin:di kadha, cheppaad:u." )
( S0002_0004 "okanaat:i saayan:kaalan:, chiikat:i pad:eiveil:a; dharmaguptud:u; poruguurunun:chi; in:t:iki vachchei daariloo; aayananu; don:galu kot:t:aaru; talamiida balamaina gaayan: tagili; aayana pad:ipooyaad:u; kaani; don:galaku; aayanavadda eimii dorakaleidu." )
